hpcd,hpname,pref,med2,city,bed
90220,公益財団法人ときわ会常磐病院,福島県,いわき,いわき市,240
31020,兵庫県立丹波医療センター,兵庫県,丹波,丹波市,275
30878,国家公務員共済組合連合会 舞鶴共済病院,京都府,中丹,舞鶴市,254
30513,大船中央病院,神奈川県,横須賀・三浦,鎌倉市,247
30428,地方独立行政法人 東京都立病院機構 東京都立豊島病院,東京都,区西北部,板橋区,438
31205,独立行政法人労働者健康安全機構 山口労災病院,山口県,宇部・小野田,山陽小野田市,313
31188,マツダ株式会社 マツダ病院,広島県,広島,府中町,270
30770,国家公務員共済組合連合会 名城病院,愛知県,名古屋・尾張中部,中区_愛知県,326
30414,東京医療生活協同組合新渡戸記念中野総合病院,東京都,区西部,中野区,296
30879,社会福祉法人恩賜財団京都府済生会京都済生会病院,京都府,京都・乙訓,長岡京市,300
02795,医療法人社団済安堂井上眼科病院,東京都,区中央部,千代田区,34
30794,津島市民病院,愛知県,海部,津島市,352
30800,西尾市民病院,愛知県,西三河南部西,西尾市,335
90162,社会医療法人彩樹守口敬仁会病院,大阪府,北河内,守口市,185
30217,栃木県立がんセンター,栃木県,宇都宮,宇都宮市,225
30525,秦野赤十字病院,神奈川県,湘南西部,秦野市,262
30545,医療法人社団明芳会横浜新都市脳神経外科病院,神奈川県,横浜,青葉区_神奈川県,317
31194,独立行政法人地域医療機能推進機構 下関医療センター,山口県,下関,下関市,238
30888,医療法人協仁会 小松病院,大阪府,北河内,寝屋川市,190
30577,社会福祉法人新潟市社会事業協会 信楽園病院,新潟県,新潟,西区_新潟県,325
31130,独立行政法人国立病院機構 浜田医療センター,島根県,浜田,浜田市,356
01296,一般財団法人慈山会医学研究所付属坪井病院,福島県,県中,郡山市,230
30105,岩手県立大船渡病院,岩手県,気仙,大船渡市,408
30199,社会医療法人若竹会つくばセントラル病院,茨城県,取手・竜ヶ崎,牛久市,313
30712,総合病院中津川市民病院,岐阜県,東濃,中津川市,316
31161,医療法人 あかね会土谷総合病院,広島県,広島,中区_広島県,394
02744,医療法人社団以心会中野胃腸病院,愛知県,西三河北部,豊田市,67
90040,医療法人 社団 慶友会 慶友整形外科病院,群馬県,太田・館林,館林市,137
30237,利根中央病院,群馬県,沼田,沼田市,253
03082,医療法人社団研英会林眼科病院,福岡県,福岡・糸島,博多区,60
30472,公立福生病院,東京都,西多摩,福生市,316
30221,獨協医科大学日光医療センター,栃木県,県西_栃木県,日光市,199
30645,市立敦賀病院,福井県,嶺南,敦賀市,330
31421,大分岡病院,大分県,中部_大分県,大分市,224
02491,医療法人社団俊和会寺田病院,東京都,区東北部,足立区,50
30391,国家公務員共済組合連合会 東京共済病院,東京都,区西南部,目黒区,350
30437,医療法人社団 苑田会苑田第一病院,東京都,区東北部,足立区,221
31474,米盛病院,鹿児島県,鹿児島,鹿児島市,506
30418,医療法人財団 荻窪病院,東京都,区西部,杉並区,252
31033,社会医療法人社団順心会順心病院,兵庫県,東播磨,加古川市,174
31278,福岡青洲会病院,福岡県,粕屋,粕屋町,213
30474,社会医療法人財団 大和会 東大和病院,東京都,北多摩西部,東大和市,284
30455,医療法人社団 永生会 南多摩病院,東京都,南多摩,八王子市,170
30278,医療法人社団 愛友会三郷中央総合病院,埼玉県,東部_埼玉県,三郷市,289
30288,医療法人財団 明理会イムス富士見総合病院,埼玉県,南西部,富士見市,341
30468,医療法人社団 東光会西東京中央総合病院,東京都,北多摩北部,西東京市,270
30319,医療法人社団創進会みつわ台総合病院,千葉県,千葉,若葉区,255
31323,社会保険田川病院,福岡県,田川,田川市,310
30601,富山県済生会富山病院,富山県,富山,富山市,250
30971,社会医療法人 信愛会 畷生会脳神経外科病院,大阪府,北河内,四條畷市,270
30402,医療法人社団 松和会池上総合病院,東京都,区南部,大田区,384
31355,社会福祉法人 恩賜財団 済生会唐津病院,佐賀県,北部_佐賀県,唐津市,193
03347,医療法人出田会出田眼科病院,熊本県,熊本・上益城,中央区_熊本県,32
31177,尾道市立市民病院,広島県,尾三,尾道市,290
30035,社会医療法人北晨会 恵み野病院,北海道,札幌,恵庭市,199
30654,国民健康保険 富士吉田市立病院,山梨県,富士・東部,富士吉田市,295
31329,福岡県済生会八幡総合病院,福岡県,北九州,八幡東区,340
31268,福岡市民病院,福岡県,福岡・糸島,博多区,204
30365,公益社団法人 東京都教職員互助会 三楽病院,東京都,区中央部,千代田区,239
90178,独立行政法人国立病院機構函館病院,北海道,南渡島,函館市,365
90221,医療法人社団松弘会三愛病院,埼玉県,さいたま,桜区,199
31453,社会医療法人善仁会宮崎善仁会病院,宮崎県,宮崎東諸県,宮崎市,177
30960,医療法人徳洲会 松原徳洲会病院,大阪府,南河内,松原市,189
00220,医療法人社団和風会所沢中央病院,埼玉県,西部_埼玉県,所沢市,160
30198,医療法人社団常仁会牛久愛和総合病院,茨城県,取手・竜ヶ崎,牛久市,457
31061,済生会 兵庫県病院,兵庫県,神戸,北区_兵庫県,268
31073,医療法人新生会総合病院高の原中央病院,奈良県,奈良,奈良市,249
20013,公立大学法人福島県立医科大学会津医療センター附属病院,福島県,会津・南会津,会津若松市,215
30700,朝日大学病院,岐阜県,岐阜,岐阜市,275
30558,川崎市立井田病院,神奈川県,川崎南部,中原区,335
30626,医療法人社団浅ノ川浅ノ川総合病院,石川県,石川中央,金沢市,499
31365,医療法人 光晴会病院,長崎県,長崎,長崎市,175
30220,上都賀総合病院,栃木県,県西_栃木県,鹿沼市,352
31197,宇部興産中央病院,山口県,宇部・小野田,宇部市,359
30132,医療法人徳洲会仙台徳洲会病院,宮城県,仙台,泉区_宮城県,315
30480,公立阿伎留医療センター,東京都,西多摩,あきる野市,305
30004,社会医療法人医仁会 中村記念病院,北海道,札幌,中央区_北海道,499
31231,坂出市立病院,香川県,西部_香川県,坂出市,190
30864,医療法人社団石鎚会京都田辺中央病院,京都府,山城北,京田辺市,153
31393,熊本市医師会熊本地域医療センター,熊本県,熊本・上益城,中央区_熊本県,227
30743,静岡県立こども病院,静岡県,静岡,葵区,249
30982,独立行政法人地域医療機能推進機構 大阪みなと中央病院,大阪府,大阪市,港区_大阪府,275
30849,独立行政法人国立病院機構東近江総合医療センター,滋賀県,東近江,東近江市,320
30710,社会医療法人厚生会多治見市民病院,岐阜県,東濃,多治見市,248
30104,岩手県立宮古病院,岩手県,宮古_岩手県,宮古市,274
90192,岐阜ハートセンター,岐阜県,岐阜,岐阜市,90
30507,神奈川県立足柄上病院,神奈川県,県西_神奈川県,松田町,264
30370,北里大学北里研究所病院,東京都,区中央部,港区_東京都,269
31467,総合病院 鹿児島生協病院,鹿児島県,鹿児島,鹿児島市,306
31007,神戸掖済会病院,兵庫県,神戸,垂水区,325
30125,宮城県立こども病院,宮城県,仙台,青葉区_宮城県,241
30706,公立学校共済組合 東海中央病院,岐阜県,岐阜,各務原市,317
30825,市立伊勢総合病院,三重県,南勢志摩,伊勢市,300
31070,西宮市立中央病院,兵庫県,阪神,西宮市,193
31299,公立八女総合病院,福岡県,八女・筑後,八女市,300
30694,安曇野赤十字病院,長野県,松本,安曇野市,292
30562,国家公務員共済組合連合会 虎の門病院分院,神奈川県,川崎北部,高津区,300
31488,霧島市立医師会医療センター,鹿児島県,姶良・伊佐,霧島市,254
31399,一般社団法人天草郡市医師会立天草地域医療センター,熊本県,天草,天草市,210
30629,公立能登総合病院,石川県,能登中部,七尾市,434
31165,ＪＲ広島病院,広島県,広島,東区_広島県,269
30608,独立行政法人労働者健康安全機構 富山労災病院,富山県,新川,魚津市,300
30323,医療法人社団保健会谷津保健病院,千葉県,東葛南部,習志野市,208
31037,社会医療法人中央会尼崎中央病院,兵庫県,阪神,尼崎市,309
90022,社会福祉法人 京都社会事業財団 西陣病院,京都府,京都・乙訓,上京区,295
30730,一般財団法人芙蓉協会 聖隷沼津病院,静岡県,駿東田方,沼津市,246
30795,碧南市民病院,愛知県,西三河南部西,碧南市,319
31519,沖縄県立八重山病院,沖縄県,八重山,石垣市,264
31376,独立行政法人労働者健康安全機構 長崎労災病院,長崎県,佐世保県北,佐世保市,350
30429,医療法人財団明理会 明理会東京大和病院,東京都,区西北部,板橋区,168
31104,新宮市立医療センター,和歌山県,新宮,新宮市,304
30117,栗原市立栗原中央病院,宮城県,大崎・栗原,栗原市,297
90195,医療法人澄心会豊橋ハートセンター,愛知県,東三河南部,豊橋市,85
31304,古賀病院21,福岡県,久留米,久留米市,201
31444,独立行政法人国立病院機構 大分医療センター,大分県,中部_大分県,大分市,285
30815,独立行政法人地域医療機能推進機構 四日市羽津医療センター,三重県,北勢,四日市市,226
30906,医療法人大植会 葛城病院,大阪府,泉州,岸和田市,243
30031,社会医療法人禎心会 札幌禎心会病院,北海道,札幌,東区_北海道,279
31508,公益社団法人 北部地区医師会 北部地区医師会病院,沖縄県,北部_沖縄県,名護市,236
30647,杉田玄白記念 公立小浜病院,福井県,嶺南,小浜市,450
30324,医療法人社団愛友会津田沼中央総合病院,千葉県,東葛南部,習志野市,314
30144,市立横手病院,秋田県,横手,横手市,229
30931,社会福祉法人恩賜財団大阪府済生会泉尾病院,大阪府,大阪市,大正区,440
31274,千鳥橋病院,福岡県,福岡・糸島,博多区,350
30498,神奈川県立循環器呼吸器病センター,神奈川県,横浜,金沢区,239
31454,藤元総合病院,宮崎県,都城北諸県,都城市,325
02226,社会医療法人真美会 大阪旭こども病院,大阪府,大阪市,旭区_大阪府,79
30686,佐久市立国保浅間総合病院,長野県,佐久,佐久市,238
30348,医療法人社団 誠馨会セコメディック病院,千葉県,東葛南部,船橋市,282
31079,独立行政法人地域医療機能推進機構 大和郡山病院,奈良県,西和,大和郡山市,223
30912,医療法人徳洲会 吹田徳洲会病院,大阪府,豊能,吹田市,365
31235,社会福祉法人 恩賜財団 済生会松山病院,愛媛県,松山,松山市,195
31207,山口県厚生農業協同組合連合会 長門総合病院,山口県,長門,長門市,305
31357,伊万里有田共立病院,佐賀県,西部_佐賀県,有田町,206
30553,医療法人愛仁会 太田総合病院,神奈川県,川崎南部,川崎区,261
30693,長野県立こども病院,長野県,松本,安曇野市,180
30530,医療法人徳洲会 大和徳洲会病院,神奈川県,県央_神奈川県,大和市,248
31000,医療法人 川崎病院,兵庫県,神戸,兵庫区,273
30725,伊東市民病院,静岡県,熱海伊東,伊東市,250
30937,社会医療法人弘道会守口生野記念病院,大阪府,北河内,守口市,199
30493,横浜保土ケ谷中央病院,神奈川県,横浜,保土ケ谷区,223
30078,市立稚内病院,北海道,宗谷,稚内市,293
30359,医療法人徳洲会成田富里徳洲会病院,千葉県,印旛,富里市,332
30094,独立行政法人労働者健康安全機構 青森労災病院,青森県,八戸地域,八戸市,252
30990,社会医療法人生長会 阪南市民病院,大阪府,泉州,阪南市,185
30181,公立藤田総合病院,福島県,県北_福島県,国見町,311
30561,医療法人社団亮正会総合高津中央病院,神奈川県,川崎北部,高津区,215
90100,社会医療法人 恵佑会第2病院,北海道,札幌,白石区,135
31302,独立行政法人地域医療機能推進機構 久留米総合病院,福岡県,久留米,久留米市,154
30407,社会福祉法人 康和会久我山病院,東京都,区西南部,世田谷区,199
30678,長野県厚生農業協同組合連合会 浅間南麓こもろ医療センター,長野県,佐久,小諸市,246
30692,長野県厚生農業協同組合連合会 北アルプス医療センター あづみ病院,長野県,大北,池田町_長野県,300
30523,独立行政法人地域医療機能推進機構 相模野病院,神奈川県,相模原,中央区_神奈川県,212
30022,独立行政法人地域医療機能推進機構 札幌北辰病院,北海道,札幌,厚別区,225
31382,社会福祉法人恩賜財団済生会支部 済生会長崎病院,長崎県,長崎,長崎市,205
30188,社会医療法人愛宣会ひたち医療センター,茨城県,日立,日立市,162
30442,医療法人社団 直和会平成立石病院,東京都,区東北部,葛飾区,203
30969,社会医療法人医真会医真会八尾総合病院,大阪府,中河内,八尾市,241
30713,岐阜県厚生農業協同組合連合会 東濃中部医療センター 東濃厚生病院,岐阜県,東濃,瑞浪市,270
30876,独立行政法人地域医療機能推進機構 京都鞍馬口医療センター,京都府,京都・乙訓,北区_京都府,255
30677,長野県立信州医療センター,長野県,長野,須坂市,300
90223,医療法人三慶会指扇病院,埼玉県,さいたま,西区_埼玉県,226
30644,福井総合病院,福井県,福井・坂井,福井市,315
31134,公益財団法人操風会岡山旭東病院,岡山県,県南東部,中区_岡山県,214
01672,医療法人社団康幸会かわぐち心臓呼吸器病院,埼玉県,南部_埼玉県,川口市,108
01345,独立行政法人国立病院機構近畿中央呼吸器センター,大阪府,堺市,北区_大阪府_堺市,311
30336,医療法人財団東京勤労者医療会 東葛病院,千葉県,東葛北部,流山市,366
30820,医療法人同心会遠山病院,三重県,中勢伊賀,津市,158
31482,出水郡医師会広域医療センター,鹿児島県,出水,阿久根市,216
90058,北村山公立病院,山形県,村山,東根市,270
00336,医療法人渡辺医学会桜橋渡辺病院,大阪府,大阪市,北区_大阪府_大阪市,171
30932,社会福祉法人 大阪暁明館 大阪暁明館病院,大阪府,大阪市,此花区,462
30952,社会医療法人弘道会 なにわ生野病院,大阪府,大阪市,浪速区,173
31013,市立芦屋病院,兵庫県,阪神,芦屋市,199
30032,江別市立病院,北海道,札幌,江別市,261
30522,医療法人社団相和会渕野辺総合病院,神奈川県,相模原,中央区_神奈川県,161
00269,医療法人同愛会小澤病院,神奈川県,県西_神奈川県,小田原市,202
30923,医療法人育和会 育和会記念病院,大阪府,大阪市,生野区,265
02800,医療法人社団済安堂西葛西・井上眼科病院,東京都,区東部,江戸川区,32
01395,医療法人社団康喜会東葛辻仲病院,千葉県,東葛北部,我孫子市,56
90232,独立行政法人国立病院機構豊橋医療センター,愛知県,東三河南部,豊橋市,338
30576,医療法人愛仁会 亀田第一病院,新潟県,新潟,江南区,197
30633,加賀市医療センター,石川県,南加賀,加賀市,300
30999,三菱神戸病院,兵庫県,神戸,兵庫区,164
30625,独立行政法人地域医療機能推進機構 金沢病院,石川県,石川中央,金沢市,244
30108,岩手県立久慈病院,岩手県,久慈,久慈市,246
30732,医療法人社団宏和会岡村記念病院,静岡県,駿東田方,清水町_静岡県,65
31232,香川県厚生農業協同組合連合会 屋島総合病院,香川県,東部_香川県,高松市,272
02317,社会医療法人 仁友会 南松山病院,愛媛県,松山,松山市,242
00768,社会医療法人健生会土庫病院,奈良県,中和,大和高田市,199
31143,総合病院 水島協同病院,岡山県,県南西部,倉敷市,282
31463,県立日南病院,宮崎県,日南串間,日南市,281
30609,金沢医科大学氷見市民病院,富山県,高岡,氷見市,250
30374,地方独立行政法人東京都立病院機構東京都立大久保病院,東京都,区西部,新宿区,304
30857,蘇生会総合病院,京都府,京都・乙訓,伏見区,290
00580,一般財団法人広南会広南病院,宮城県,仙台,太白区,209
30830,三重県厚生農業協同組合連合会 三重北医療センター いなべ総合病院,三重県,北勢,いなべ市,220
30268,医療法人 慈正会 丸山記念総合病院,埼玉県,さいたま,岩槻区,211
30821,医療法人永井病院,三重県,中勢伊賀,津市,199
31386,長崎県島原病院,長崎県,県南_長崎県,島原市,214
30668,松本協立病院,長野県,松本,松本市,199
90095,社会医療法人鳩仁会札幌中央病院,北海道,札幌,中央区_北海道,180
30262,社会医療法人社団尚篤会 赤心堂病院,埼玉県,川越比企,川越市,198
02698,医療法人明和会宮田眼科病院,宮崎県,都城北諸県,都城市,71
30233,医療法人社団善衆会善衆会病院,群馬県,前橋,前橋市,198
31137,社会医療法人鴻仁会岡山中央病院,岡山県,県南東部,北区_岡山県,243
31238,愛媛県立今治病院,愛媛県,今治,今治市,238
01937,医療法人菊郷会愛育病院,北海道,札幌,中央区_北海道,164
30053,社会福祉法人 北海道社会事業協会富良野病院,北海道,富良野,富良野市,255
31407,荒尾市民病院,熊本県,有明_熊本県,荒尾市,256
31002,神戸百年記念病院,兵庫県,神戸,兵庫区,199
30560,聖マリアンナ医科大学東横病院,神奈川県,川崎南部,中原区,138
30926,社会医療法人美杉会 佐藤病院,大阪府,北河内,枚方市,120
30861,綾部市立病院,京都府,中丹,綾部市,206
30950,社会医療法人寿会 富永病院,大阪府,大阪市,浪速区,306
31352,新武雄病院,佐賀県,南部_佐賀県,武雄市,195
01396,一般社団法人至誠会第二病院,東京都,区西南部,世田谷区,301
00027,独立行政法人国立病院機構静岡てんかん・神経医療センター,静岡県,静岡,葵区,406
30579,新潟県厚生農業協同組合連合会 新潟医療センター,新潟県,新潟,西区_新潟県,399
90138,医療法人誠壽会上福岡総合病院,埼玉県,南西部,ふじみ野市,284
30084,独立行政法人国立病院機構 旭川医療センター,北海道,上川中部,旭川市,310
31361,社会医療法人 春回会井上病院,長崎県,長崎,長崎市,112
30650,甲府共立病院,山梨県,中北,甲府市,277
31139,岡山西大寺病院,岡山県,県南東部,東区_岡山県,145
30411,地方独立行政法人東京都立病院機構 東京都立広尾病院,東京都,区西南部,渋谷区,426
30327,千葉県循環器病センター,千葉県,市原,市原市,207
31055,医療法人伯鳳会 赤穂中央病院,兵庫県,播磨姫路,赤穂市,265
90013,神栖済生会病院,茨城県,鹿行,神栖市,154
30134,一般財団法人宮城県成人病予防協会附属 仙台循環器病センター,宮城県,仙台,泉区_宮城県,116
30965,医療法人河内友紘会河内総合病院,大阪府,中河内,東大阪市,350
30680,昭和伊南総合病院,長野県,上伊那,駒ヶ根市,239
30716,医療法人 徳洲会 大垣徳洲会病院,岐阜県,西濃,大垣市,283
30077,留萌市立病院,北海道,留萌,留萌市,246
30464,府中恵仁会病院,東京都,北多摩南部,府中市_東京都,217
02658,医療法人旦龍会町田病院,高知県,中央,高知市,60
31353,祐愛会織田病院,佐賀県,南部_佐賀県,鹿島市,117
30481,医療法人徳洲会 武蔵野徳洲会病院,東京都,北多摩北部,西東京市,256
30597,新潟県厚生農業協同組合連合会 佐渡総合病院,新潟県,佐渡,佐渡市,354
31167,国家公務員共済組合連合会 広島記念病院,広島県,広島,中区_広島県,200
90240,市立八幡浜総合病院,愛媛県,八幡浜・大洲,八幡浜市,214
30540,医療法人社団三喜会横浜新緑総合病院,神奈川県,横浜,緑区_神奈川県_横浜,236
31403,大腸肛門病センター高野病院,熊本県,熊本・上益城,中央区_熊本県,166
01386,公立相馬総合病院,福島県,相双,相馬市,164
30809,独立行政法人労働者健康安全機構 旭労災病院,愛知県,尾張東部,尾張旭市,250
31227,国家公務員共済組合連合会 高松病院,香川県,東部_香川県,高松市,179
31426,大分三愛メディカルセンター,大分県,中部_大分県,大分市,190
30006,札幌南三条病院,北海道,札幌,中央区_北海道,99
31498,県民健康プラザ鹿屋医療センター,鹿児島県,肝属,鹿屋市,150
30619,金沢市立病院,石川県,石川中央,金沢市,245
90116,医療法人財団竹政会福山循環器病院,広島県,福山・府中,福山市,80
30581,下越病院,新潟県,新潟,秋葉区,261
31448,潤和リハビリテーション振興財団潤和会記念病院,宮崎県,宮崎東諸県,宮崎市,446
31385,長崎県五島中央病院,長崎県,五島,五島市,264
30353,社会福祉法人 太陽会安房地域医療センター,千葉県,安房,館山市,149
30476,社会医療法人財団 大和会 武蔵村山病院,東京都,北多摩西部,武蔵村山市,300
30758,医療法人社団松愛会松田病院,静岡県,西部_静岡県,西区_静岡県,60
30178,公立岩瀬病院,福島県,県中,須賀川市,279
30080,深川市立病院,北海道,北空知,深川市,195
30259,医療法人 新青会 川口工業総合病院,埼玉県,南部_埼玉県,川口市,199
31014,医療法人回生会 宝塚病院,兵庫県,阪神,宝塚市,131
01211,医療法人 潤愛会 鮫島病院,鹿児島県,鹿児島,鹿児島市,60
31289,福西会病院,福岡県,福岡・糸島,早良区,198
30855,医療法人同仁会（社団）京都九条病院,京都府,京都・乙訓,南区_京都府,207
01839,社会医療法人きつこう会多根記念眼科病院,大阪府,大阪市,西区_大阪府_大阪市,58
31105,海南医療センター,和歌山県,和歌山,海南市,150
31335,独立行政法人労働者健康安全機構 九州労災病院 門司メディカルセンター,福岡県,北九州,門司区,187
30606,富山県済生会高岡病院,富山県,高岡,高岡市,248
31434,独立行政法人地域医療機能推進機構 南海医療センター,大分県,南部_大分県,佐伯市,195
00544,医療法人藻友会札幌いしやま病院,北海道,札幌,中央区_北海道,60
30528,医療法人徳洲会 湘南厚木病院,神奈川県,県央_神奈川県,厚木市,253
02039,医療法人社団曙会流山中央病院,千葉県,東葛北部,流山市,156
30045,社会福祉法人 北海道社会事業協会 小樽病院,北海道,後志,小樽市,240
30276,医療法人財団 健和会みさと健和病院,埼玉県,東部_埼玉県,三郷市,282
90213,一般社団法人日本海員掖済会小樽掖済会病院,北海道,後志,小樽市,138
31306,筑後市立病院,福岡県,八女・筑後,筑後市,233
31041,市立川西病院,兵庫県,阪神,川西市,234
31182,脳神経センター大田記念病院,広島県,福山・府中,福山市,194
30380,医療法人 伯鳳会 東京曳舟病院,東京都,区東部,墨田区,200
00235,公益財団法人心臓血管研究所付属病院,東京都,区中央部,港区_東京都,74
30303,医療法人 関越病院,埼玉県,川越比企,鶴ヶ島市,229
90164,医療法人薫風会佐野病院,兵庫県,神戸,垂水区,131
90034,医療法人 彰和会 北海道消化器科病院,北海道,札幌,東区_北海道,177
30111,岩手県立二戸病院,岩手県,二戸,二戸市,230
31074,医療法人康仁会西の京病院,奈良県,奈良,奈良市,248
31410,国保 水俣市立総合医療センター,熊本県,芦北,水俣市,358
31147,医療法人天馬会 チクバ外科胃腸科肛門科病院,岡山県,県南西部,倉敷市,60
30804,稲沢市民病院,愛知県,尾張西部,稲沢市,242
30238,北関東循環器病院,群馬県,渋川,渋川市,120
30573,新潟臨港病院,新潟県,新潟,東区_新潟県,199
30729,社会医療法人志仁会三島中央病院,静岡県,駿東田方,三島市,196
90184,一般社団法人伊勢崎佐波医師会病院,群馬県,伊勢崎,伊勢崎市,255
30786,大雄会第一病院,愛知県,尾張西部,一宮市,132
01413,公益財団法人丹後中央病院,京都府,丹後,京丹後市,306
30315,千葉県こども病院,千葉県,千葉,緑区_千葉県,204
31018,医療法人愛心会 東宝塚さとう病院,兵庫県,阪神,宝塚市,156
31012,社会医療法人渡邊高記念会 西宮渡辺心臓脳・血管センター,兵庫県,阪神,西宮市,108
02296,医療法人社団ひかり会木村眼科内科病院,広島県,呉,呉市,40
30501,医療法人横浜未来ヘルスケアシステム 戸塚共立第1病院,神奈川県,横浜,戸塚区,148
30811,愛知県厚生農業協同組合連合会 渥美病院,愛知県,東三河南部,田原市,316
30194,地方独立行政法人 茨城県西部医療機構 茨城県西部メディカルセンター,茨城県,筑西・下妻,筑西市,203
31099,公立那賀病院,和歌山県,那賀,紀の川市,304
30596,厚生連糸魚川総合病院,新潟県,上越,糸魚川市,261
30479,稲城市立病院,東京都,南多摩,稲城市,290
30485,独立行政法人国立病院機構東京病院,東京都,北多摩北部,清瀬市,512
30028,社会医療法人医翔会 札幌白石記念病院,北海道,札幌,白石区,103
30537,医療法人社団恵生会上白根病院,神奈川県,横浜,旭区_神奈川県,150
90149,東芝健康保険組合東芝林間病院,神奈川県,相模原,南区_神奈川県_相模原,199
30518,医療法人尽誠会 山近記念総合病院,神奈川県,県西_神奈川県,小田原市,152
31324,田川市立病院,福岡県,田川,田川市,266
30292,小川赤十字病院,埼玉県,川越比企,小川町,252
30672,岡谷市民病院,長野県,諏訪,岡谷市,295
31095,済生会和歌山病院,和歌山県,和歌山,和歌山市,200
31220,徳島県立三好病院,徳島県,西部_徳島県,三好市,200
31310,嶋田病院_福岡県,福岡県,久留米,小郡市,157
31010,西宮協立脳神経外科病院,兵庫県,阪神,西宮市,161
90194,名古屋ハートセンター,愛知県,名古屋・尾張中部,東区_愛知県,64
90233,東近江市立能登川病院,滋賀県,東近江,東近江市,102
90165,あんしん病院,兵庫県,神戸,中央区_兵庫県,60
30378,社会福祉法人 賛育会賛育会病院,東京都,区東部,墨田区,199
00161,社会医療法人 元生会 森山病院,北海道,上川中部,旭川市,232
30449,公益財団法人結核予防会 新山手病院,東京都,北多摩北部,東村山市,180
30958,市立柏原病院,大阪府,中河内,柏原市,220
31307,朝倉医師会病院,福岡県,朝倉,朝倉市,224
00175,医療法人社団仙石病院,宮城県,石巻・登米・気仙沼,東松島市,120
31356,独立行政法人地域医療機能推進機構 佐賀中部病院,佐賀県,中部_佐賀県,佐賀市,160
30247,医療法人社団三思会東邦病院,群馬県,桐生,みどり市,443
31239,社会福祉法人 恩賜財団 済生会今治病院,愛媛県,今治,今治市,191
30110,岩手県立釜石病院,岩手県,釜石,釜石市,245
30674,社会医療法人栗山会 飯田病院,長野県,飯伊,飯田市,447
03362,医療法人社団総生会麻生総合病院,神奈川県,川崎北部,麻生区,199
00261,国立研究開発法人国立精神・神経医療研究センター病院,東京都,北多摩北部,小平市,418
30954,医療法人医誠会城東中央病院,大阪府,大阪市,城東区,233
02356,医療法人社団世安会くまもと乳腺・胃腸外科病院,熊本県,熊本・上益城,中央区_熊本県,41
30603,富山西総合病院,富山県,富山,富山市,154
30506,東海大学大磯病院,神奈川県,湘南西部,大磯町,287
30003,社会医療法人 北海道循環器病院,北海道,札幌,中央区_北海道,95
01168,自衛隊中央病院,東京都,区西南部,世田谷区,348
31011,笹生病院,兵庫県,阪神,西宮市,195
02549,医療法人社団親和会西島病院,静岡県,駿東田方,沼津市,150
90189,独立行政法人国立病院機構西新潟中央病院,新潟県,新潟,西区_新潟県,400
30721,岐阜県厚生農業協同組合連合会 飛騨医療センター 久美愛厚生病院,岐阜県,飛騨,高山市,285
90130,医療法人平心会須賀川病院,福島県,県中,須賀川市,114
30744,コミュニティーホスピタル甲賀病院,静岡県,志太榛原,焼津市,407
31267,医療法人 輝栄会 福岡輝栄会病院,福岡県,福岡・糸島,東区_福岡県,259
01299,南相馬市立総合病院,福島県,相双,南相馬市,230
01109,医療法人社団同愛会病院,東京都,区東部,江戸川区,149
30274,医療法人社団 協友会八潮中央総合病院,埼玉県,東部_埼玉県,八潮市,250
30106,社会福祉法人 恩賜財団 済生会北上済生会病院,岩手県,岩手中部,北上市,224
31248,社会福祉法人 恩賜財団 済生会西条病院,愛媛県,新居浜・西条,西条市,150
30659,独立行政法人国立病院機構 甲府病院,山梨県,中北,甲府市,276
31318,社会保険大牟田天領病院,福岡県,有明_福岡県,大牟田市,339
31026,あさぎり病院,兵庫県,東播磨,明石市,99
00030,雲南市立病院,島根県,雲南,雲南市,280
30185,茨城県立こども病院,茨城県,水戸,水戸市,115
30834,独立行政法人地域医療機能推進機構 滋賀病院,滋賀県,大津,大津市,267
31470,鹿児島市医師会病院,鹿児島県,鹿児島,鹿児島市,199
30116,総合南東北病院,宮城県,仙台,岩沼市,271
02940,医療法人松井医仁会大島眼科病院,福岡県,福岡・糸島,博多区,60
31332,社会医療法人 陽明会小波瀬病院,福岡県,京築,苅田町,266
31245,一般財団法人積善会十全総合病院,愛媛県,新居浜・西条,新居浜市,255
90143,公益財団法人佐々木研究所附属杏雲堂病院,東京都,区中央部,千代田区,198
90156,国家公務員共済組合連合会東海病院,愛知県,名古屋・尾張中部,千種区,166
90167,総合病院庄原赤十字病院,広島県,備北,庄原市,300
30367,独立行政法人地域医療機能推進機構 東京高輪病院,東京都,区中央部,港区_東京都,231
30240,黒沢病院,群馬県,高崎・安中,高崎市,130
30419,医療法人財団アドベンチスト会 東京衛生アドベンチスト病院,東京都,区西部,杉並区,186
01049,医療法人入間川病院,埼玉県,西部_埼玉県,狭山市,199
30206,社会医療法人社団光仁会 総合守谷第一病院,茨城県,取手・竜ヶ崎,守谷市,199
30036,医療法人社団 我汝会えにわ病院,北海道,札幌,恵庭市,150
31433,大分県済生会日田病院,大分県,西部_大分県,日田市,199
02474,社会福祉法人恩賜財団母子愛育会総合母子保健センター愛育病院,東京都,区中央部,港区_東京都,160
30621,金沢赤十字病院,石川県,石川中央,金沢市,243
30595,新潟県立燕労災病院,新潟県,県央_新潟県,燕市,233
30828,伊賀市立上野総合市民病院,三重県,中勢伊賀,伊賀市,281
